areaSource|areaSourceHigh|areaSourceLow|areaTotal|associationId|datlocation|depth|endtime|eventid|h|hHigh|hLow|hfall|hfall_high|hfall_low|l|lHigh|lLow|latitude|locuncertKm|longitude|lppotential|mass|massHigh|massLow|maxdistvhfKm|maxdistvhfReached|maxdisthfKm|maxdisthfReached|maxdistipKm|maxdistipReached|maxdistlpKm|maxdistlpReached|maxdistinfraKm|maxdistinfraReached|infraDetected|name|otherdataquality1to5|peakDischarge|peakDischargeLow|peakDischargeHigh|peakFlowheight|peakFlowheightLow|peakFlowheightHigh|starttime|sources|toeLat|toeLon|topLat|topLon|upstreamDrainarea|type|subtype|volume|volumeHigh|volumeLow
||||7|IRIS, Attachments below||1997_10_20 073656|7|1700.0|1600.0|1800.0||||5000.0|5100.0|4700.0|46.20171|0.0|-121.48164|1||||||230.0|True|||230.0|False||||Mount Adams|3|||||||1997_10_20 073122|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|46.1864|-121.42719|46.20171|-121.48164||rock and ice avalanche|Rock/ice/debris avalanches and slides|3600000.0|4600000.0|2700000.0
|||15000.0|106|IRIS||1989_08_16 173012|106|2500.0||||||7800.0|||46.8746|0.5|-121.7537|0||||||193.0|False|||0.0|||||Russell Cliff main, Mount Rainier|3|||||||1989_08_16 172112|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"||||||rock fall, debris avalanche|Rock/ice/debris avalanches and slides|300000.0|500000.0|100000.0
260000.0|330000.0|180000.0|5800000.0|284|IRIS||2022_09_01 181139|284|1500.0||||||20000.0|21000.0|17000.0|53.975|0.0|-129.326|1||||||490.0|False|||490.0|False||||Ecstall River|4|||||||2022_09_01 180315|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|53.8485|-129.3488|53.975|-129.326||rock and ice avalanche, outburst flood|Rock/ice/debris avalanches and slides|10000000.0|14000000.0|7100000.0
||||149|IRIS||2019_06_21 000612|149|1830.0||||||7800.0|||60.0287|2.0|-153.0738|1||||||539.0|False|||602.0|False|90.0|True|True|Red Glacier, Iliamna|4|||||||2019_06_21 000312|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|60.0173|-152.9357|60.0287|-153.0738||rock and ice avalanche|Rock/ice/debris avalanches and slides|11000000.0|18000000.0|4000000.0
||||30|IRIS||2011_07_03 000858|30||||||||||46.843|0.2|-121.75|0||||||115.0|True|||0.0|||||Nisqually 9|4|||||||2011_07_03 000731|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|46.8205|-121.7379|46.843|-121.75||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|15000.0|21000.0|11000.0
73000.0|110000.0|50000.0|880000.0|8|IRIS||2008_08_01 144613|8|1300.0|1400.0|1000.0||||3500.0|3500.0|2600.0|46.20042|0.0|-121.49931|1||||||180.0|True|||149.0|True||||Mount Adams|3|||||||2008_08_01 144238|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|46.18086|-121.52994|46.20042|-121.49931||rock and ice avalanche|Rock/ice/debris avalanches and slides|1700000.0|2500000.0|1200000.0
480000.0|680000.0|440000.0|1700000.0|59|IRIS||2015_10_18 052243|59|||720.0||||||1600.0|60.17374|0.0|-141.18218|1|180000000000.0|||||465.0|True|||600.0|False||||Icy Bay|4|||||||2015_10_18 051836|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|60.16525|-141.17054|60.17925|-141.20138||rock avalanche|Rock/ice/debris avalanches and slides|72000000.0||
|||980000.0|12|IRIS, CNSN||2014_03_22 174039|12|180.0||||||1700.0|||48.28631|0.0|-121.85259|1|16600000000.0|18400000000.0|14600000000.0|||274.0|True|||351.0|True||||Oso main|5|||||||2014_03_22 173725|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|48.27414|-121.84141|48.28631|-121.85259||debris avalanche-flow|Rock/ice/debris avalanches and slides|8300000.0|9200000.0|7300000.0
||||68|IRIS, Attachments below||2005_05_15 155301|68|1400.0|1460.0|1300.0||||3800.0|4400.0|3000.0|59.981|0.1|-153.06354|0||||||73.0|True|||0.0|||||South Twin 4|3|||||||2005_05_15 155148|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|59.9595|-153.01577|59.981|-153.06354||rock avalanche|Rock/ice/debris avalanches and slides|37000.0|56000.0|25000.0
||||217|INGV, ORFEUS, ETH||2017_08_23 090544|217||||||||||46.29552||9.6019|0||||||122.0|False|||0.0|||||Piz Cengalo 3, Switzerland|1|||||||2017_08_23 090354|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||landslide|Rock/ice/debris avalanches and slides|||
||||120|IRIS||2011_07_06 222535|120||||||||||46.843|0.2|-121.75|0||||||100.0|True|||0.0|||||Nisqually 10|4|||||||2011_07_06 222327|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|46.8205|-121.7379|46.843|-121.75||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|71000.0|100000.0|52000.0
||||163|IRIS||2020_12_10 205357|163||||||||||61.2992|3.0|-152.2542|0||||||85.0|True|||0.0||125.0|True|True|Mount Spurr|1|||||||2020_12_10 205226|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||landslide|Rock/ice/debris avalanches and slides|||
||||199|RESIF, INGV||2018_02_17 210747|199||||||||||44.54|3.0|6.51|0||||||111.0|False|||0.0|||||Saint Sauveur, France|1|||||||2018_02_17 210634|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||landslide|Rock/ice/debris avalanches and slides|||
88000.0|||154000.0|287|IRIS||2022_06_28 223544|287|380.0||||||700.0|||40.302|0.0|-105.6835|0||||||70.0|True|||0.0||0.0||False|Chaos Canyon, Rocky Mountain National Park|5|||||||2022_06_28 223344|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|40.3013|-105.6779|40.302|-105.6835||debris slide|Rock/ice/debris avalanches and slides|2130000.0|2250000.0|2010000.0
33000.0|45000.0|12000.0|1700000.0|150|IRIS||2020_12_24 195242|150|1380.0|1400.0|1200.0||||2700.0|||58.6948|0.0|-133.3919|1|20000000000.0|||||500.0|False|||500.0|False|102.0|True|True|Taku River|4|||||||2020_12_24 195018|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|58.7148|-133.4149|58.6948|-133.3919||rock avalanche|Rock/ice/debris avalanches and slides|600000.0|6600000.0|240000.0
||||48|IRIS||2012_10_13 041805|48||||||||||60.03114|0.2|-153.0799|0||||||195.0|True|||0.0|||||Iliamna|2|||||||2012_10_13 041616|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|||60.03114|-153.0799||rock and ice avalanche|Rock/ice/debris avalanches and slides|||
||||80|IRIS||2011_03_10 091508|80|1430.0||||||7200.0|||46.19932|0.02|-122.17547|0||||||169.0|True|||0.0|||||Mount St Helens|2|||||||2011_03_10 091144|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|46.17985|-122.11105|46.19932|-122.17547||snow avalanche, wet slide|Snow avalanches|||
||||76|IRIS||2013_10_21 221507|76||||||||||48.7675|0.1|-121.813|0||||||14.0|True|||0.0||60.0|True|True|Mount Baker|3|||||||2013_10_21 221150|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"||||||ice and snow avalanche|Snow avalanches|||
||||266|IRIS||2022_05_08 034118|266|||||||140.0|160.0|120.0|60.093|0.0|-149.4461|0||||||2.0|True|||0.0||0.0||False|Lowell Point|4|||||||2022_05_08 033908|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|60.0935|-149.4438|60.093|-149.4461||rock slide|Rock/ice/debris avalanches and slides|76500.0||
240000.0|300000.0|140000.0|4600000.0|187|IRIS, NCEDC||2012_05_21 142840|187|1100.0|1200.0|700.0||||5500.0|5900.0|4500.0|60.0839|0.15|-139.5347|1|29000000000.0|||||500.0|False|||500.0|False||||Hubbard Glacier|4|||||||2012_05_21 142532|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|60.0414|-139.5551|60.0839|-139.5347||rock avalanche|Rock/ice/debris avalanches and slides|9000000.0|13000000.0|6100000.0
||||271|IRIS||2010_09_12 204110|271|1000.0|1100.0|990.0||||1320.0|||35.4088|0.0|77.1718|1|190000000000.0|||||682.0|False|||694.0|False||||Siachen Glacier|4|||||||2010_09_12 203729|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|35.4116|77.1373|35.4088|77.1718||landslide|Rock/ice/debris avalanches and slides|||1000000.0
||||269|GEOFON||2010_01_04 084032|269|1175.0||||||1300.0|||36.3179|0.0|74.823|1|110000000000.0|||||773.0|False|||790.0|False||||Hunza-Attabad, Pakistan|4|||||||2010_01_04 083654|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|36.3056|74.8197|36.3179|74.823||landslide|Rock/ice/debris avalanches and slides|45000000.0||
||||112|IRIS||2015_07_31 014216|112||||||||||61.64019|1.0|-141.5603|0||||||207.0|True|||0.0||0.0||False|Mount Sulzer 3 secondary|4|||||||2015_07_31 013239|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"||||||rock and ice avalanche|Rock/ice/debris avalanches and slides|||
||||261|RESIF, ETH, ORFEUS, LMU, BGR, IRIS, INGV||2009_04_19 213750|261|490.0||||||650.0|||46.38|0.0|8.43997|1||||||226.0|True|||48.0|True||||Formazza 2, Italy|4|||||||2009_04_19 213602|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|46.37325|8.43135|46.38|8.43997||rock slide|Rock/ice/debris avalanches and slides|90000.0|108000.0|72000.0
||||69|IRIS, Attachments below||2005_05_15 160232|69|1400.0|1460.0|1300.0||||3800.0|4400.0|3000.0|59.981|0.1|-153.06354|0||||||52.0|True|||0.0|||||South Twin 5|3|||||||2005_05_15 160105|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|59.9595|-153.01577|59.981|-153.06354||rock avalanche|Rock/ice/debris avalanches and slides|62000.0|93000.0|42000.0
||||27|IRIS||2011_06_26 013501|27||||||||||46.843|0.2|-121.75|0||||||133.0|True|||0.0|||||Nisqually 4|4|||||||2011_06_26 012851|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|46.8205|-121.7379|46.843|-121.75||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|37000.0|52000.0|27000.0
32000.0|46000.0|18000.0|650000.0|190|IRIS||2021_08_09 074652|190|590.0|600.0|570.0||||1790.0|1810.0|1640.0|61.2432|0.0|-147.9415|1||||||366.0|True|||500.0|False|0.0||False|Barry Arm|4|||||||2021_08_09 074540|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|61.25|-147.9709|61.2432|-147.9415||rock and ice avalanche|Rock/ice/debris avalanches and slides|530000.0|800000.0|350000.0
||||292|IRIS||2022_01_06 173253|292||||||||||46.1818|1.0|-122.1177|0||||||55.0|True|||0.0||||False|Muddy River, Mount St Helens|2|||||||2022_01_06 171630|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||snow avalanche|Snow avalanches|||
||||258|RESIF, ETH, ORFEUS, LMU, BGR, IRIS, INGV||2009_04_19 214720|258|700.0||||||960.0|||46.38|0.0|8.43997|1||||||424.0|False|||19.0|True||||Formazza 3, Italy|4|||||||2009_04_19 214355|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|46.37325|8.43135|46.38|8.43997||rock slide|Rock/ice/debris avalanches and slides|180000.0|216000.0|144000.0
|||760000.0|98|IRIS||2015_06_29 025705|98|1372.0||||||3700.0|||60.4904||-152.7627|0||||||101.0|True|||0.0|||||Redoubt|3|||||||2015_06_29 025155|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"||||||rock and ice avalanche|Rock/ice/debris avalanches and slides|1130000.0|1500000.0|760000.0
20000.0|23000.0|6200.0|200000.0|53|IRIS||2013_05_31 101511|53|437.0||||||2400.0|||48.74668|0.0|-121.86256|0||||||62.0|True|||0.0||0.0||False|Mount Baker|4|||||||2013_05_31 095426|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|48.73636|-121.88711|48.74668|-121.86256||debris slide, debris flow|Rock/ice/debris avalanches and slides|60000.0|92000.0|39000.0
||||201|RESIF||2017_11_05 022931|201||||||||||43.62|7.0|6.75|0||||||77.0|False|||0.0|||||Callian, France|1|||||||2017_11_05 022839|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||landslide|Rock/ice/debris avalanches and slides|||
||||194|RASPISHAKE, RESIF, ETH, IRIS, INGV||2020_02_02 113304|194||||||||||45.97228|0.45|6.65257|1||||||288.0|False|||95.0|True|0.0||False|Vange, France|4|||||||2020_02_02 113113|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||rock slide|Rock/ice/debris avalanches and slides||100000.0|80000.0
||||113|IRIS||2015_07_31 020208|113||||||||||61.64019|1.0|-141.5603|1||||||412.0|True|||500.0|False|0.0||False|Mount Sulzer 4|4|||||||2015_07_31 015708|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"||||||rock and ice avalanche|Rock/ice/debris avalanches and slides|||
||||23|IRIS||2005_09_14 200600|23|2430.0||||||9000.0|||60.51715|0.0|-143.09155|1|81000000000.0|||||1082.0|True|||1100.0|False||||Mount Steller|5|||||||2005_09_14 195950|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"||||||rock and ice avalanche|Rock/ice/debris avalanches and slides|50000000.0|60000000.0|40000000.0
62000.0|96000.0|46000.0|350000.0|153|IRIS||2021_05_31 144302|153|400.0||||||1090.0|1100.0|1050.0|40.5186|0.0|-112.1422|1||||||231.0|True|||500.0|False|0.0||False|Kennecott Mine|4|||||||2021_05_31 144056|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|40.5269|-112.1485|40.5186|-112.1422||rock avalanche|Rock/ice/debris avalanches and slides|1300000.0|1900000.0|930000.0
||||168|IRIS, NCEDC||2021_02_03 060049|168||||||||||46.198|0.8|-122.174|0||||||92.0|True|||0.0||0.0||False|Mount St Helens 2|2|||||||2021_02_03 054241|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||snow avalanche|Snow avalanches|||
|||380000.0|180|NCEDC, IRIS||2019_02_14 102430|180|1700.0||||||5000.0|||41.3991|0.2|-122.2047|0||||||64.0|True|||0.0||0.0||False|Avalanche Gulch, Mount Shasta|3|||||||2019_02_14 102238|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"|41.3605|-122.2351|41.3991|-122.2047||snow avalanche|Snow avalanches|||
||||219|RESIF, ETH, ORFEUS, LMU, BGR, IRIS, INGV||2017_09_15 200706|219||||||||||46.3971||9.6319|0||||||339.0|False|||0.0|||||Piz Piot, Switzerland|1|||||||2017_09_15 200422|"Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href=""https%3A//doi.org/10.5066/P90VGCSK""&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;"||||||landslide|Rock/ice/debris avalanches and slides|||
25000.0|32000.0|14000.0|510000.0|108|IRIS||2012_07_25 043218|108|1200.0|1300.0|1100.0||||2900.0|3000.0|2800.0|46.20175|0.0|-121.49862|1||||||146.0|True|||117.0|True||||Mount Adams|4|||||||2012_07_25 042956|"Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href=""https%3A//doi.org/10.5066/F7251H3W""&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;"|46.17869|-121.51342|46.20175|-121.49862||debris avalanche|Rock/ice/debris avalanches and slides|370000.0|550000.0|250000.0
